"game_id","season","team","point_diff","wins","pred_prob","home","turnover_diff","off_pass_epa","off_rush_epa","def_pass_epa","def_rush_epa"
"2002_02_CHI_ATL",2002,"CHI",1,1,0.50963833598761,0,0,-0.0291219387248913,-0.273749761403694,-0.136816774083369,-0.280844983174763
"2002_02_CIN_CLE",2002,"CIN",-13,0,0.220571824704483,0,-3,-0.239187462523761,0.263481805681173,0.195626040407676,-0.224178211757904
"2002_02_CIN_CLE",2002,"CLE",13,1,0.779428175295576,1,3,0.195626040407676,-0.224178211757904,-0.239187462523761,0.263481805681173
"2002_02_DEN_SF",2002,"DEN",10,1,0.795730496242896,0,1,0.478286126421447,0.0564889527672408,0.0970924748376442,-0.144825072603999
"2002_02_DEN_SF",2002,"SF",-10,0,0.204269503757163,1,-1,0.0970924748376442,-0.144825072603999,0.478286126421447,0.0564889527672408
"2002_02_DET_CAR",2002,"CAR",24,1,1.1960534372389,1,3,0.365847241159577,-0.294831587428236,-0.54121959052718,-0.0883452483619542
"2002_02_DET_CAR",2002,"DET",-24,0,-0.196053437238844,0,-3,-0.54121959052718,-0.0883452483619542,0.365847241159577,-0.294831587428236
"2002_02_GB_NO",2002,"GB",-15,0,0.044081672783719,0,-2,-0.134362085428554,-0.357184811684419,0.106205986950341,0.0961939580738544
"2002_02_GB_NO",2002,"NO",15,1,0.955918327216339,1,2,0.106205986950341,0.0961939580738544,-0.134362085428554,-0.357184811684419
"2002_02_HOU_SD",2002,"HOU",-21,0,-0.0808822911695564,0,-2,-0.800155011244998,-0.251603039470795,-0.226980363634662,-0.0670072309805879
"2002_02_HOU_SD",2002,"LAC",21,1,1.08088229116961,1,2,-0.226980363634662,-0.0670072309805879,-0.800155011244998,-0.251603039470795
"2002_02_JAX_KC",2002,"JAX",7,1,0.778341421543607,0,1,0.510689055251682,-0.189186365162291,-0.0453253725568464,-0.019036033180751
"2002_02_JAX_KC",2002,"KC",-7,0,0.221658578456452,1,-1,-0.0453253725568464,-0.019036033180751,0.510689055251682,-0.189186365162291
"2002_02_MIA_IND",2002,"IND",-8,0,0.167256320888817,1,-2,-0.0782453399535215,-0.0321020870353094,0.36554356167802,0.0632378998520121
"2002_02_MIA_IND",2002,"MIA",8,1,0.832743679111242,0,2,0.36554356167802,0.0632378998520121,-0.0782453399535215,-0.0321020870353094
"2002_02_NE_NYJ",2002,"NE",37,1,1.16652267401891,0,0,0.189078592092931,0.189782752456943,-0.741074211480914,-0.116642954009068
"2002_02_NE_NYJ",2002,"NYJ",-37,0,-0.166522674018857,1,0,-0.741074211480914,-0.116642954009068,0.189078592092931,0.189782752456943
"2002_02_NYG_STL",2002,"NYG",5,1,0.894376889140432,0,3,0.568307090968679,-0.291932248407554,0.00854361307673131,-0.250810894114693
"2002_02_NYG_STL",2002,"LA",-5,0,0.105623110859626,1,-3,0.00854361307673131,-0.250810894114693,0.568307090968679,-0.291932248407554
"2002_02_OAK_PIT",2002,"LV",13,1,0.929145454692489,0,3,-0.0071285011130931,0.208108938988866,-0.166818019066643,-0.58693168559047
"2002_02_OAK_PIT",2002,"PIT",-13,0,0.0708545453075674,1,-3,-0.166818019066643,-0.58693168559047,-0.0071285011130931,0.208108938988866
"2002_02_PHI_WAS",2002,"PHI",30,1,1.05831736659471,0,3,0.248412139020279,0.123541103783753,-0.433688191205968,-0.0633899654858396
"2002_02_PHI_WAS",2002,"WAS",-30,0,-0.0583173665946548,1,-3,-0.433688191205968,-0.0633899654858396,0.248412139020279,0.123541103783753
"2002_02_TB_BAL",2002,"BAL",-25,0,0.0287835722749765,1,-1,-0.417002481427327,-0.318879103998188,0.279866053684051,-0.215041763327839
"2002_02_TB_BAL",2002,"TB",25,1,0.97121642772508,0,1,0.279866053684051,-0.215041763327839,-0.417002481427327,-0.318879103998188
"2002_02_TEN_DAL",2002,"DAL",8,1,0.863318053168207,1,1,0.462182613975269,-0.392762439599513,-0.122107911443893,-0.0467192817913284
"2002_02_TEN_DAL",2002,"TEN",-8,0,0.136681946831851,0,-1,-0.122107911443893,-0.0467192817913284,0.462182613975269,-0.392762439599513
"2002_03_BUF_DEN",2002,"BUF",-5,0,0.20495213151507,0,-1,0.183138958307918,-0.665586884086952,0.103032063857858,0.0278001311657605
"2002_03_BUF_DEN",2002,"DEN",5,1,0.795047868484987,1,1,0.103032063857858,0.0278001311657605,0.183138958307918,-0.665586884086952
"2002_03_CAR_MIN",2002,"CAR",7,1,0.813883140695207,0,3,-0.0374325546956182,0.0962534823707702,-0.336648672766291,-0.121382665083123
"2002_03_CAR_MIN",2002,"MIN",-7,0,0.186116859304851,1,-3,-0.336648672766291,-0.121382665083123,-0.0374325546956182,0.0962534823707702
"2002_03_CIN_ATL",2002,"ATL",27,1,1.03049976632133,1,2,-0.00362613878163193,0.188225888160476,-0.502559314094304,0.00595216127112508
"2002_03_CIN_ATL",2002,"CIN",-27,0,-0.0304997663212731,0,-2,-0.502559314094304,0.00595216127112508,-0.00362613878163193,0.188225888160476
"2002_03_CLE_TEN",2002,"CLE",3,1,0.307367800934938,0,-3,0.148404242844199,-0.351647775899259,0.0757473740866408,-0.141402656878413
"2002_03_CLE_TEN",2002,"TEN",-3,0,0.69263219906512,1,3,0.0757473740866408,-0.141402656878413,0.148404242844199,-0.351647775899259
"2002_03_DAL_PHI",2002,"DAL",-31,0,-0.0412727527140319,0,-2,-0.154155005688559,-0.458076333656209,0.279602592649261,-0.125427762805802
"2002_03_DAL_PHI",2002,"PHI",31,1,1.04127275271409,1,2,0.279602592649261,-0.125427762805802,-0.154155005688559,-0.458076333656209
"2002_03_GB_DET",2002,"DET",-6,0,0.192814803061337,1,-2,-0.286766808365909,-0.158012756301711,0.191793807427362,-0.197795197102934
"2002_03_GB_DET",2002,"GB",6,1,0.80718519693872,0,2,0.191793807427362,-0.197795197102934,-0.286766808365909,-0.158012756301711
"2002_03_IND_HOU",2002,"HOU",-20,0,0.250364553948109,1,0,-0.371583143152403,-0.149124151896103,0.143344941119744,-0.230055575844951
"2002_03_IND_HOU",2002,"IND",20,1,0.749635446051948,0,0,0.143344941119744,-0.230055575844951,-0.371583143152403,-0.149124151896103
"2002_03_KC_NE",2002,"KC",-3,0,0.352847877640239,0,-2,-0.0254596665898929,0.359228464571061,0.186645073160971,0.00965213126878046
"2002_03_KC_NE",2002,"NE",3,1,0.647152122359822,1,2,0.186645073160971,0.00965213126878046,-0.0254596665898929,0.359228464571061
"2002_03_NO_CHI",2002,"CHI",-6,0,0.611718309259307,1,2,0.0595673442975207,-0.0540472196940943,0.28941667668696,-0.423547303561761
"2002_03_NO_CHI",2002,"NO",6,1,0.38828169074075,0,-2,0.28941667668696,-0.423547303561761,0.0595673442975207,-0.0540472196940943
"2002_03_NYJ_MIA",2002,"MIA",27,1,1.1600936388098,1,4,0.084547612039704,0.227890048925666,-0.334578661236524,-0.275494947778167
"2002_03_NYJ_MIA",2002,"NYJ",-27,0,-0.160093638809739,0,-4,-0.334578661236524,-0.275494947778167,0.084547612039704,0.227890048925666
"2002_03_SD_ARI",2002,"ARI",-8,0,0.287837326877947,1,-2,-0.246816486339854,-0.091023494301933,0.0459789414991712,-0.0505951057509237
"2002_03_SD_ARI",2002,"LAC",8,1,0.712162673122111,0,2,0.0459789414991712,-0.0505951057509237,-0.246816486339854,-0.091023494301933
"2002_03_SEA_NYG",2002,"NYG",3,1,0.804596943756416,1,1,0.165530740017186,-0.376378713931073,-0.157125064929842,-0.351435684252176
"2002_03_SEA_NYG",2002,"SEA",-3,0,0.195403056243639,0,-1,-0.157125064929842,-0.351435684252176,0.165530740017186,-0.376378713931073
"2002_03_STL_TB",2002,"LA",-12,0,0.254502286680655,0,-3,-0.234806576070561,0.0747758046901949,-0.0828406833256896,0.0161376413907419
"2002_03_STL_TB",2002,"TB",12,1,0.745497713319404,1,3,-0.0828406833256896,0.0161376413907419,-0.234806576070561,0.0747758046901949
"2002_03_WAS_SF",2002,"SF",10,1,0.693854277499277,1,1,-0.294289400651611,0.244202046582606,-0.0644807638502635,-0.445607125646133
"2002_03_WAS_SF",2002,"WAS",-10,0,0.306145722500781,0,-1,-0.0644807638502635,-0.445607125646133,-0.294289400651611,0.244202046582606
"2002_04_CAR_GB",2002,"CAR",-3,0,0.415418360986926,0,-3,0.0624117962652235,-0.117726223663476,-0.0244307192359399,-0.18065651127042
"2002_04_CAR_GB",2002,"GB",3,1,0.584581639013132,1,3,-0.0244307192359399,-0.18065651127042,0.0624117962652235,-0.117726223663476
"2002_04_CHI_BUF",2002,"BUF",6,1,0.539300225817182,1,-1,0.456090849781752,-0.41527282252934,0.406661418169002,-0.34601723726606
"2002_04_CHI_BUF",2002,"CHI",-6,0,0.460699774182875,0,1,0.406661418169002,-0.34601723726606,0.456090849781752,-0.41527282252934
"2002_04_CLE_PIT",2002,"CLE",-3,0,0.361973758546649,0,0,-0.119383980419837,-0.0053996662055489,0.102891691481762,-0.213499934145873
"2002_04_CLE_PIT",2002,"PIT",3,1,0.638026241453408,1,0,0.102891691481762,-0.213499934145873,-0.119383980419837,-0.0053996662055489
"2002_04_DAL_STL",2002,"DAL",3,1,0.538920057049444,0,1,0.0325716546374541,-0.124935531496496,0.0219355368862414,-0.299865663945093
"2002_04_DAL_STL",2002,"LA",-3,0,0.461079942950613,1,-1,0.0219355368862414,-0.299865663945093,0.0325716546374541,-0.124935531496496
"2002_04_DEN_BAL",2002,"BAL",11,1,0.413045747915475,1,-2,0.075886337833341,-0.321311107825648,0.00918871469629129,0.0369414371456396
"2002_04_DEN_BAL",2002,"DEN",-11,0,0.586954252084583,0,2,0.00918871469629129,0.0369414371456396,0.075886337833341,-0.321311107825648
"2002_04_HOU_PHI",2002,"HOU",-18,0,0.163339220745473,0,0,-0.332806360725785,-0.0301563900535588,-0.00670561717632777,0.120164897276554
"2002_04_HOU_PHI",2002,"PHI",18,1,0.836660779254585,1,0,-0.00670561717632777,0.120164897276554,-0.332806360725785,-0.0301563900535588
"2002_04_MIA_KC",2002,"KC",18,1,0.905857256136464,1,0,0.59929721749583,-0.167426930566201,-0.0519249779142605,0.0917246509282114
"2002_04_MIA_KC",2002,"MIA",-18,0,0.0941427438635953,0,0,-0.0519249779142605,0.0917246509282114,0.59929721749583,-0.167426930566201
"2002_04_MIN_SEA",2002,"MIN",-25,0,0.232488914930812,0,-1,-0.194916480128347,0.429201753229481,0.166565200213923,0.229697020794166
"2002_04_MIN_SEA",2002,"SEA",25,1,0.76751108506925,1,1,0.166565200213923,0.229697020794166,-0.194916480128347,0.429201753229481
"2002_04_NE_SD",2002,"NE",-7,0,0.444392225555705,0,-2,0.062057156062331,-0.0222623087440456,-0.229551955894566,0.30596220747376
"2002_04_NE_SD",2002,"LAC",7,1,0.555607774444355,1,2,-0.229551955894566,0.30596220747376,0.062057156062331,-0.0222623087440456
"2002_04_NO_DET",2002,"DET",5,1,0.65385990474148,1,3,0.223341911069764,-0.465239991036502,-0.02228584503755,0.0205259974276913
"2002_04_NO_DET",2002,"NO",-5,0,0.346140095258577,0,-3,-0.02228584503755,0.0205259974276913,0.223341911069764,-0.465239991036502
"2002_04_NYG_ARI",2002,"ARI",14,1,1.0443492216001,1,3,0.216349610183173,-0.319137411737548,-0.388942659376814,-0.250322240644083
"2002_04_NYG_ARI",2002,"NYG",-14,0,-0.0443492216000445,0,-3,-0.388942659376814,-0.250322240644083,0.216349610183173,-0.319137411737548
"2002_04_NYJ_JAX",2002,"JAX",25,1,1.28882022887318,1,4,0.400593146366881,0.201568405085709,-0.0931854992008928,-0.520469850275929
"2002_04_NYJ_JAX",2002,"NYJ",-25,0,-0.288820228873118,0,-4,-0.0931854992008928,-0.520469850275929,0.400593146366881,0.201568405085709
"2002_04_TB_CIN",2002,"CIN",-28,0,0.151708145447536,1,1,-0.718434349345779,-0.103714880302765,0.0126329232298303,-0.21816940363455
"2002_04_TB_CIN",2002,"TB",28,1,0.84829185455252,0,-1,0.0126329232298303,-0.21816940363455,-0.718434349345779,-0.103714880302765
"2002_04_TEN_OAK",2002,"LV",27,1,0.885057222318612,1,3,0.382633514944294,-0.120811103651067,0.0964878088122657,-0.200765767981298
"2002_04_TEN_OAK",2002,"TEN",-27,0,0.114942777681446,0,-3,0.0964878088122657,-0.200765767981298,0.382633514944294,-0.120811103651067
"2002_05_ARI_CAR",2002,"ARI",3,1,0.669925378747944,0,3,-0.0371160426427993,-0.268586286624278,-0.085951547553163,-0.550321079183208
"2002_05_ARI_CAR",2002,"CAR",-3,0,0.330074621252111,1,-3,-0.085951547553163,-0.550321079183208,-0.0371160426427993,-0.268586286624278
"2002_05_BAL_CLE",2002,"BAL",5,1,0.879223384826148,0,4,0.482254328210796,-0.0865827270554678,0.00310161987139858,-0.059750879904868
"2002_05_BAL_CLE",2002,"CLE",-5,0,0.120776615173911,1,-4,0.00310161987139858,-0.059750879904868,0.482254328210796,-0.0865827270554678
"2002_05_CIN_IND",2002,"CIN",-7,0,0.378576558202938,0,-2,-0.0917500843445056,0.369742082231678,0.0943048630109324,-0.00295691081313026
"2002_05_CIN_IND",2002,"IND",7,1,0.621423441797122,1,2,0.0943048630109324,-0.00295691081313026,-0.0917500843445056,0.369742082231678
"2002_05_GB_CHI",2002,"CHI",-13,0,0.0709879579931822,1,-2,-0.188497260057854,-0.214294494026998,0.435777317578718,-0.18595022680278
"2002_05_GB_CHI",2002,"GB",13,1,0.929012042006875,0,2,0.435777317578718,-0.18595022680278,-0.188497260057854,-0.214294494026998
"2002_05_KC_NYJ",2002,"KC",4,1,0.546006353617316,0,0,0.305985712483262,0.246924511448484,0.222830484415837,0.0936749482452098
"2002_05_KC_NYJ",2002,"NYJ",-4,0,0.453993646382745,1,0,0.222830484415837,0.0936749482452098,0.305985712483262,0.246924511448484
"2002_05_NE_MIA",2002,"MIA",13,1,0.970531866686453,1,2,0.408731495428318,-0.204631476303266,0.0372787221207981,-0.456471749430741
"2002_05_NE_MIA",2002,"NE",-13,0,0.029468133313604,0,-2,0.0372787221207981,-0.456471749430741,0.408731495428318,-0.204631476303266
"2002_05_NYG_DAL",2002,"DAL",-4,0,0.361338299439776,1,2,0.105370281353906,-0.267815063844318,0.485133533187521,-0.22073483886509
"2002_05_NYG_DAL",2002,"NYG",4,1,0.638661700560281,0,-2,0.485133533187521,-0.22073483886509,0.105370281353906,-0.267815063844318
"2002_05_OAK_BUF",2002,"BUF",-18,0,-0.015316820258707,1,-3,0.0585853694555682,-0.0741791901200486,0.517015278263581,0.40720986720101
"2002_05_OAK_BUF",2002,"LV",18,1,1.01531682025877,0,3,0.517015278263581,0.40720986720101,0.0585853694555682,-0.0741791901200486
"2002_05_PHI_JAX",2002,"JAX",3,1,0.508017217238642,1,0,0.281259506985377,-0.260063394986597,0.0731724738118596,0.282053541774273
"2002_05_PHI_JAX",2002,"PHI",-3,0,0.491982782761417,0,0,0.0731724738118596,0.282053541774273,0.281259506985377,-0.260063394986597
"2002_05_PIT_NO",2002,"NO",3,1,0.646482767239171,1,2,0.24997222720868,0.0308108844317725,0.1861605663229,0.108017809609279
"2002_05_PIT_NO",2002,"PIT",-3,0,0.35351723276089,0,-2,0.1861605663229,0.108017809609279,0.24997222720868,0.0308108844317725
"2002_05_SD_DEN",2002,"DEN",17,1,0.902837871354018,1,2,0.23639526983184,-0.116810098819945,-0.248523081946564,0.0287503794307769
"2002_05_SD_DEN",2002,"LAC",-17,0,0.0971621286460403,0,-2,-0.248523081946564,0.0287503794307769,0.23639526983184,-0.116810098819945
"2002_05_STL_SF",2002,"SF",24,1,1.04616975411091,1,2,0.341982685189332,0.265796030311725,-0.139758210030053,0.00830880822364501
"2002_05_STL_SF",2002,"LA",-24,0,-0.0461697541108515,0,-2,-0.139758210030053,0.00830880822364501,0.341982685189332,0.265796030311725
"2002_05_TB_ATL",2002,"ATL",-14,0,0.124915479456074,1,-2,-0.496050867510064,-0.117208615693796,0.0843605674788891,-0.15718533356674
"2002_05_TB_ATL",2002,"TB",14,1,0.875084520543983,0,2,0.0843605674788891,-0.15718533356674,-0.496050867510064,-0.117208615693796
"2002_05_WAS_TEN",2002,"TEN",-17,0,-0.0509702787661808,1,-4,-0.093020559690841,-0.147605295787798,0.470992078000526,0.144549306163875
"2002_05_WAS_TEN",2002,"WAS",17,1,1.05097027876624,0,4,0.470992078000526,0.144549306163875,-0.093020559690841,-0.147605295787798
"2002_06_ATL_NYG",2002,"ATL",7,1,0.74958090763538,0,2,0.570651653340966,-0.202174500699621,0.0987648161063497,-0.0151120402388861
"2002_06_ATL_NYG",2002,"NYG",-7,0,0.250419092364679,1,-2,0.0987648161063497,-0.0151120402388861,0.570651653340966,-0.202174500699621
"2002_06_BAL_IND",2002,"BAL",-2,0,0.364771293968796,0,-1,-0.33141050325203,0.13944938219636,-0.0364040273040202,-0.303682935876874
"2002_06_BAL_IND",2002,"IND",2,1,0.635228706031262,1,1,-0.0364040273040202,-0.303682935876874,-0.33141050325203,0.13944938219636
"2002_06_BUF_HOU",2002,"BUF",7,1,0.506959737723695,0,-1,0.2278455877467,0.0715198560800803,0.162304801655013,-0.0988904125194743
"2002_06_BUF_HOU",2002,"HOU",-7,0,0.493040262276365,1,1,0.162304801655013,-0.0988904125194743,0.2278455877467,0.0715198560800803
"2002_06_CAR_DAL",2002,"CAR",-1,0,0.624577747251395,0,2,0.0828678261396954,-0.239867216152047,-0.193760217549944,-0.0674950057860274
"2002_06_CAR_DAL",2002,"DAL",1,1,0.375422252748662,1,-2,-0.193760217549944,-0.0674950057860274,0.0828678261396954,-0.239867216152047
"2002_06_CLE_TB",2002,"CLE",-14,0,0.234920809185915,0,0,-0.315549979004652,-0.149208604676747,-0.122219079403692,0.0482790133572889
"2002_06_CLE_TB",2002,"TB",14,1,0.765079190814143,1,0,-0.122219079403692,0.0482790133572889,-0.315549979004652,-0.149208604676747
"2002_06_DET_MIN",2002,"DET",-7,0,0.29302848100882,0,0,0.233943861589565,-0.533901929380495,0.117834471447781,0.0747879099190786
"2002_06_DET_MIN",2002,"MIN",7,1,0.706971518991238,1,0,0.117834471447781,0.0747879099190786,0.233943861589565,-0.533901929380495
"2002_06_GB_NE",2002,"GB",18,1,1.0230793374355,0,4,0.407424568409909,0.0516258650592395,-0.224962163097184,-0.0368054140827471
"2002_06_GB_NE",2002,"NE",-18,0,-0.0230793374354435,1,-4,-0.224962163097184,-0.0368054140827471,0.407424568409909,0.0516258650592395
"2002_06_JAX_TEN",2002,"JAX",-9,0,0.327576548065384,0,0,-0.0715293107572698,0.0230023685097695,0.0384617720879435,0.117853736115108
"2002_06_JAX_TEN",2002,"TEN",9,1,0.672423451934675,1,0,0.0384617720879435,0.117853736115108,-0.0715293107572698,0.0230023685097695
"2002_06_KC_SD",2002,"KC",-1,0,0.51644742165289,0,2,0.332242327104674,-0.141173817925219,0.0494241640082604,0.342273781834852
"2002_06_KC_SD",2002,"LAC",1,1,0.48355257834717,1,-2,0.0494241640082604,0.342273781834852,0.332242327104674,-0.141173817925219
"2002_06_MIA_DEN",2002,"DEN",-2,0,0.425486786397554,1,-1,-0.111870543707659,-0.26756117101845,-0.040772923740744,-0.105808244076219
"2002_06_MIA_DEN",2002,"MIA",2,1,0.574513213602503,0,1,-0.040772923740744,-0.105808244076219,-0.111870543707659,-0.26756117101845
"2002_06_NO_WAS",2002,"NO",16,1,0.735582770701991,0,4,-0.0738794134284713,-0.0616851913203963,-0.164863446178462,-0.354629071383148
"2002_06_NO_WAS",2002,"WAS",-16,0,0.264417229298066,1,-4,-0.164863446178462,-0.354629071383148,-0.0738794134284713,-0.0616851913203963
"2002_06_OAK_STL",2002,"LV",-15,0,0.136328388783877,0,-2,-0.0626440302271436,-0.1496509460883,0.2783364388541,-0.137570395700095
"2002_06_OAK_STL",2002,"LA",15,1,0.863671611216181,1,2,0.2783364388541,-0.137570395700095,-0.0626440302271436,-0.1496509460883
"2002_06_PIT_CIN",2002,"CIN",-27,0,0.0654042728606659,1,-2,-0.35380119857174,-0.0945021057850681,0.13917071447087,0.19211996716696
"2002_06_PIT_CIN",2002,"PIT",27,1,0.934595727139393,0,2,0.13917071447087,0.19211996716696,-0.35380119857174,-0.0945021057850681
"2002_06_SF_SEA",2002,"SEA",-7,0,0.27162863933131,1,-2,0.186286616023717,-0.0623663722040804,0.459947379768103,0.0583601105932353
"2002_06_SF_SEA",2002,"SF",7,1,0.72837136066875,0,2,0.459947379768103,0.0583601105932353,0.186286616023717,-0.0623663722040804
"2002_07_BUF_MIA",2002,"BUF",13,1,0.985183076228291,0,6,-0.0179107394549878,-0.120667111855968,-0.42494540925173,-0.335238057425048
"2002_07_BUF_MIA",2002,"MIA",-13,0,0.0148169237717647,1,-6,-0.42494540925173,-0.335238057425048,-0.0179107394549878,-0.120667111855968
"2002_07_CAR_ATL",2002,"ATL",30,1,1.15772005782891,1,1,0.559550650348634,-0.153685762232946,-0.339823159010061,-0.0407757555212205
"2002_07_CAR_ATL",2002,"CAR",-30,0,-0.157720057828851,0,-1,-0.339823159010061,-0.0407757555212205,0.559550650348634,-0.153685762232946
"2002_07_CHI_DET",2002,"CHI",-3,0,0.355048846944879,0,-2,-0.0156924661400974,-0.352845195737124,-0.221221861012356,0.063770401817551
"2002_07_CHI_DET",2002,"DET",3,1,0.644951153055178,1,2,-0.221221861012356,0.063770401817551,-0.0156924661400974,-0.352845195737124
"2002_07_DAL_ARI",2002,"ARI",3,1,0.671287195268658,1,3,0.00591043137241571,-0.260526410629545,-0.11798352182294,-0.0481620200950256
"2002_07_DAL_ARI",2002,"DAL",-3,0,0.3287128047314,0,-3,-0.11798352182294,-0.0481620200950256,0.00591043137241571,-0.260526410629545
"2002_07_DEN_KC",2002,"DEN",3,1,0.684001130173117,0,-1,0.197526913777137,0.261378057678391,-0.269948831435337,0.343646795329732
"2002_07_DEN_KC",2002,"KC",-3,0,0.315998869826944,1,1,-0.269948831435337,0.343646795329732,0.197526913777137,0.261378057678391
"2002_07_HOU_CLE",2002,"CLE",17,1,0.564439399493508,1,1,-0.0210778482282829,-0.04234823663719,0.126909833581427,-0.22224576997945
"2002_07_HOU_CLE",2002,"HOU",-17,0,0.43556060050655,0,-1,0.126909833581427,-0.22224576997945,-0.0210778482282829,-0.04234823663719
