"game_id","season","team","point_diff","wins","pred_win","home","turnover_diff","dome","temp","wind","off_pass_epa","off_rush_epa","def_pass_epa","def_rush_epa","off_turnovers","def_turnovers"
"2002_01_STL_DEN",2002,"LA",-7,0,0.00345696788281202,0,1,0,83,4,0.111514000228933,-0.205077209838367,-0.0786175601875295,-0.0493695453154676,-1,2
"2002_02_ARI_SEA",2002,"ARI",11,1,1.0004997253418,0,0,0,62,8,-0.0450605696403525,0.210698664618431,0.0205839232198093,-0.340479761966231,-1,1
"2002_02_ARI_SEA",2002,"SEA",-11,0,0.000115630631626118,1,0,0,62,8,0.0205839232198093,-0.340479761966231,-0.0450605696403525,0.210698664618431,-1,1
"2002_02_BUF_MIN",2002,"BUF",6,1,1.00011026859283,0,3,1,70,0,0.404609911873621,-0.510900205560761,-0.141499316055015,0.305968671059236,0,3
"2002_02_BUF_MIN",2002,"MIN",-6,0,-0.000223518698476255,1,-3,1,70,0,-0.141499316055015,0.305968671059236,0.404609911873621,-0.510900205560761,-3,0
"2002_02_CHI_ATL",2002,"ATL",-1,0,0.00104983046185225,1,0,1,70,0,-0.136816774083369,-0.280844983174763,-0.0291219387248913,-0.273749761403694,-2,2
"2002_02_CHI_ATL",2002,"CHI",1,1,0.992809534072876,0,0,1,70,0,-0.0291219387248913,-0.273749761403694,-0.136816774083369,-0.280844983174763,-2,2
"2002_02_CIN_CLE",2002,"CIN",-13,0,-0.000541656045243144,0,-3,0,72,6,-0.239187462523761,0.263481805681173,0.195626040407676,-0.224178211757904,-3,0
"2002_02_CIN_CLE",2002,"CLE",13,1,1.00062191486359,1,3,0,72,6,0.195626040407676,-0.224178211757904,-0.239187462523761,0.263481805681173,0,3
"2002_02_DEN_SF",2002,"DEN",10,1,1.00024878978729,0,1,0,67,11,0.478286126421447,0.0564889527672408,0.0970924748376442,-0.144825072603999,-1,2
"2002_02_DEN_SF",2002,"SF",-10,0,-0.000576634018216282,1,-1,0,67,11,0.0970924748376442,-0.144825072603999,0.478286126421447,0.0564889527672408,-2,1
"2002_02_DET_CAR",2002,"CAR",24,1,0.999258816242218,1,3,0,72,7,0.365847241159577,-0.294831587428236,-0.54121959052718,-0.0883452483619542,0,3
"2002_02_DET_CAR",2002,"DET",-24,0,0.00020395070896484,0,-3,0,72,7,-0.54121959052718,-0.0883452483619542,0.365847241159577,-0.294831587428236,-3,0
"2002_02_GB_NO",2002,"GB",-15,0,-0.000120787663036026,0,-2,1,70,0,-0.134362085428554,-0.357184811684419,0.106205986950341,0.0961939580738544,-4,2
"2002_02_GB_NO",2002,"NO",15,1,1.005002617836,1,2,1,70,0,0.106205986950341,0.0961939580738544,-0.134362085428554,-0.357184811684419,-2,4
"2002_02_HOU_SD",2002,"HOU",-21,0,0.0261388756334782,0,-2,0,74,8,-0.800155011244998,-0.251603039470795,-0.226980363634662,-0.0670072309805879,-3,1
"2002_02_HOU_SD",2002,"LAC",21,1,0.99939352273941,1,2,0,74,8,-0.226980363634662,-0.0670072309805879,-0.800155011244998,-0.251603039470795,-1,3
"2002_02_JAX_KC",2002,"JAX",7,1,0.998330235481262,0,1,0,66,7,0.510689055251682,-0.189186365162291,-0.0453253725568464,-0.019036033180751,-1,2
"2002_02_JAX_KC",2002,"KC",-7,0,0.000348446774296463,1,-1,0,66,7,-0.0453253725568464,-0.019036033180751,0.510689055251682,-0.189186365162291,-2,1
"2002_02_MIA_IND",2002,"IND",-8,0,0.0000812101498013362,1,-2,1,70,0,-0.0782453399535215,-0.0321020870353094,0.36554356167802,0.0632378998520121,-3,1
"2002_02_MIA_IND",2002,"MIA",8,1,1.00119841098785,0,2,1,70,0,0.36554356167802,0.0632378998520121,-0.0782453399535215,-0.0321020870353094,-1,3
"2002_02_NE_NYJ",2002,"NE",37,1,0.999441385269165,0,0,0,78,7,0.189078592092931,0.189782752456943,-0.741074211480914,-0.116642954009068,-2,2
"2002_02_NE_NYJ",2002,"NYJ",-37,0,0.0183886177837849,1,0,0,78,7,-0.741074211480914,-0.116642954009068,0.189078592092931,0.189782752456943,-2,2
"2002_02_NYG_STL",2002,"NYG",5,1,1.0006228685379,0,3,1,70,0,0.568307090968679,-0.291932248407554,0.00854361307673131,-0.250810894114693,-1,4
"2002_02_NYG_STL",2002,"LA",-5,0,-0.000998887466266751,1,-3,1,70,0,0.00854361307673131,-0.250810894114693,0.568307090968679,-0.291932248407554,-4,1
"2002_02_OAK_PIT",2002,"LV",13,1,0.998541176319122,0,3,0,70,7,-0.0071285011130931,0.208108938988866,-0.166818019066643,-0.58693168559047,-2,5
"2002_02_OAK_PIT",2002,"PIT",-13,0,0.0052886325865984,1,-3,0,70,7,-0.166818019066643,-0.58693168559047,-0.0071285011130931,0.208108938988866,-5,2
"2002_02_PHI_WAS",2002,"PHI",30,1,1.00016629695892,0,3,0,76,8,0.248412139020279,0.123541103783753,-0.433688191205968,-0.0633899654858396,0,3
"2002_02_PHI_WAS",2002,"WAS",-30,0,-0.00045066000893712,1,-3,0,76,8,-0.433688191205968,-0.0633899654858396,0.248412139020279,0.123541103783753,-3,0
"2002_02_TB_BAL",2002,"BAL",-25,0,-0.0000579263869440183,1,-1,0,78,0,-0.417002481427327,-0.318879103998188,0.279866053684051,-0.215041763327839,-1,0
"2002_02_TB_BAL",2002,"TB",25,1,1.00047838687897,0,1,0,78,0,0.279866053684051,-0.215041763327839,-0.417002481427327,-0.318879103998188,0,1
"2002_02_TEN_DAL",2002,"DAL",8,1,1.00036096572876,1,1,0,81,0,0.462182613975269,-0.392762439599513,-0.122107911443893,-0.0467192817913284,0,1
"2002_02_TEN_DAL",2002,"TEN",-8,0,0.000309862080030143,0,-1,0,81,0,-0.122107911443893,-0.0467192817913284,0.462182613975269,-0.392762439599513,-1,0
"2002_03_BUF_DEN",2002,"BUF",-5,0,-0.000218657412915491,0,-1,0,59,3,0.183138958307918,-0.665586884086952,0.103032063857858,0.0278001311657605,-1,0
"2002_03_BUF_DEN",2002,"DEN",5,1,0.888541877269745,1,1,0,59,3,0.103032063857858,0.0278001311657605,0.183138958307918,-0.665586884086952,0,1
"2002_03_CAR_MIN",2002,"CAR",7,1,0.999614715576172,0,3,1,70,0,-0.0374325546956182,0.0962534823707702,-0.336648672766291,-0.121382665083123,-2,5
"2002_03_CAR_MIN",2002,"MIN",-7,0,-0.00132028025109321,1,-3,1,70,0,-0.336648672766291,-0.121382665083123,-0.0374325546956182,0.0962534823707702,-5,2
"2002_03_CIN_ATL",2002,"ATL",27,1,1.00033843517303,1,2,1,70,0,-0.00362613878163193,0.188225888160476,-0.502559314094304,0.00595216127112508,0,2
"2002_03_CIN_ATL",2002,"CIN",-27,0,0.000415924063418061,0,-2,1,70,0,-0.502559314094304,0.00595216127112508,-0.00362613878163193,0.188225888160476,-2,0
"2002_03_CLE_TEN",2002,"CLE",3,1,0.342027515172958,0,-3,0,72,9,0.148404242844199,-0.351647775899259,0.0757473740866408,-0.141402656878413,-3,0
"2002_03_CLE_TEN",2002,"TEN",-3,0,0.00224746717140079,1,3,0,72,9,0.0757473740866408,-0.141402656878413,0.148404242844199,-0.351647775899259,0,3
"2002_03_DAL_PHI",2002,"DAL",-31,0,0.000337008415954188,0,-2,0,82,12,-0.154155005688559,-0.458076333656209,0.279602592649261,-0.125427762805802,-4,2
"2002_03_DAL_PHI",2002,"PHI",31,1,0.967613339424133,1,2,0,82,12,0.279602592649261,-0.125427762805802,-0.154155005688559,-0.458076333656209,-2,4
"2002_03_GB_DET",2002,"DET",-6,0,0.0015498356660828,1,-2,1,70,0,-0.286766808365909,-0.158012756301711,0.191793807427362,-0.197795197102934,-5,3
"2002_03_GB_DET",2002,"GB",6,1,0.999354362487793,0,2,1,70,0,0.191793807427362,-0.197795197102934,-0.286766808365909,-0.158012756301711,-3,5
"2002_03_IND_HOU",2002,"HOU",-20,0,-0.00530642690137029,1,0,0,70,0,-0.371583143152403,-0.149124151896103,0.143344941119744,-0.230055575844951,-2,2
"2002_03_IND_HOU",2002,"IND",20,1,1.00025653839111,0,0,0,70,0,0.143344941119744,-0.230055575844951,-0.371583143152403,-0.149124151896103,-2,2
"2002_03_KC_NE",2002,"KC",-3,0,0.0007922641816549,0,-2,0,80,20,-0.0254596665898929,0.359228464571061,0.186645073160971,0.00965213126878046,-3,1
"2002_03_KC_NE",2002,"NE",3,1,1.00008630752563,1,2,0,80,20,0.186645073160971,0.00965213126878046,-0.0254596665898929,0.359228464571061,-1,3
"2002_03_NO_CHI",2002,"CHI",-6,0,0.000134997913846746,1,2,0,53,6,0.0595673442975207,-0.0540472196940943,0.28941667668696,-0.423547303561761,-1,3
"2002_03_NO_CHI",2002,"NO",6,1,0.999169588088989,0,-2,0,53,6,0.28941667668696,-0.423547303561761,0.0595673442975207,-0.0540472196940943,-3,1
"2002_03_NYJ_MIA",2002,"MIA",27,1,0.999227404594421,1,4,0,90,12,0.084547612039704,0.227890048925666,-0.334578661236524,-0.275494947778167,0,4
"2002_03_NYJ_MIA",2002,"NYJ",-27,0,0.000250035198405385,0,-4,0,90,12,-0.334578661236524,-0.275494947778167,0.084547612039704,0.227890048925666,-4,0
"2002_03_SD_ARI",2002,"ARI",-8,0,0.0006264170515351,1,-2,0,100,0,-0.246816486339854,-0.091023494301933,0.0459789414991712,-0.0505951057509237,-3,1
"2002_03_SD_ARI",2002,"LAC",8,1,0.999597072601318,0,2,0,100,0,0.0459789414991712,-0.0505951057509237,-0.246816486339854,-0.091023494301933,-1,3
"2002_03_SEA_NYG",2002,"NYG",3,1,0.999889433383942,1,1,0,82,8,0.165530740017186,-0.376378713931073,-0.157125064929842,-0.351435684252176,0,1
"2002_03_SEA_NYG",2002,"SEA",-3,0,-0.000680641911458224,0,-1,0,82,8,-0.157125064929842,-0.351435684252176,0.165530740017186,-0.376378713931073,-1,0
"2002_03_STL_TB",2002,"LA",-12,0,0.000519051915034652,0,-3,0,79,6,-0.234806576070561,0.0747758046901949,-0.0828406833256896,0.0161376413907419,-4,1
"2002_03_STL_TB",2002,"TB",12,1,1.00129902362823,1,3,0,79,6,-0.0828406833256896,0.0161376413907419,-0.234806576070561,0.0747758046901949,-1,4
"2002_03_WAS_SF",2002,"SF",10,1,0.999722599983215,1,1,0,65,5,-0.294289400651611,0.244202046582606,-0.0644807638502635,-0.445607125646133,-1,2
"2002_03_WAS_SF",2002,"WAS",-10,0,0.000448453181888908,0,-1,0,65,5,-0.0644807638502635,-0.445607125646133,-0.294289400651611,0.244202046582606,-2,1
"2002_04_CAR_GB",2002,"CAR",-3,0,0.00591667788103223,0,-3,0,65,5,0.0624117962652235,-0.117726223663476,-0.0244307192359399,-0.18065651127042,-3,0
"2002_04_CAR_GB",2002,"GB",3,1,0.999049067497253,1,3,0,65,5,-0.0244307192359399,-0.18065651127042,0.0624117962652235,-0.117726223663476,0,3
"2002_04_CHI_BUF",2002,"BUF",6,1,1.00006783008575,1,-1,0,66,12,0.456090849781752,-0.41527282252934,0.406661418169002,-0.34601723726606,-1,0
"2002_04_CHI_BUF",2002,"CHI",-6,0,0.000208694778848439,0,1,0,66,12,0.406661418169002,-0.34601723726606,0.456090849781752,-0.41527282252934,0,1
"2002_04_CLE_PIT",2002,"CLE",-3,0,0.0440712235867977,0,0,0,64,0,-0.119383980419837,-0.0053996662055489,0.102891691481762,-0.213499934145873,-2,2
"2002_04_CLE_PIT",2002,"PIT",3,1,0.997980535030365,1,0,0,64,0,0.102891691481762,-0.213499934145873,-0.119383980419837,-0.0053996662055489,-2,2
"2002_04_DAL_STL",2002,"DAL",3,1,0.999565422534943,0,1,1,70,0,0.0325716546374541,-0.124935531496496,0.0219355368862414,-0.299865663945093,-2,3
"2002_04_DAL_STL",2002,"LA",-3,0,0.000325395725667477,1,-1,1,70,0,0.0219355368862414,-0.299865663945093,0.0325716546374541,-0.124935531496496,-3,2
"2002_04_DEN_BAL",2002,"BAL",11,1,0.999503970146179,1,-2,0,71,0,0.075886337833341,-0.321311107825648,0.00918871469629129,0.0369414371456396,-2,0
"2002_04_DEN_BAL",2002,"DEN",-11,0,0.00529660657048225,0,2,0,71,0,0.00918871469629129,0.0369414371456396,0.075886337833341,-0.321311107825648,0,2
"2002_04_HOU_PHI",2002,"HOU",-18,0,-0.00107319501694292,0,0,0,64,10,-0.332806360725785,-0.0301563900535588,-0.00670561717632777,0.120164897276554,-3,3
"2002_04_HOU_PHI",2002,"PHI",18,1,1.00043559074402,1,0,0,64,10,-0.00670561717632777,0.120164897276554,-0.332806360725785,-0.0301563900535588,-3,3
"2002_04_MIA_KC",2002,"KC",18,1,1.00061285495758,1,0,0,76,10,0.59929721749583,-0.167426930566201,-0.0519249779142605,0.0917246509282114,0,0
"2002_04_MIA_KC",2002,"MIA",-18,0,-0.000300164567306638,0,0,0,76,10,-0.0519249779142605,0.0917246509282114,0.59929721749583,-0.167426930566201,0,0
"2002_04_MIN_SEA",2002,"MIN",-25,0,0.299991518259048,0,-1,0,59,6,-0.194916480128347,0.429201753229481,0.166565200213923,0.229697020794166,-2,1
"2002_04_MIN_SEA",2002,"SEA",25,1,1.00056636333466,1,1,0,59,6,0.166565200213923,0.229697020794166,-0.194916480128347,0.429201753229481,-1,2
"2002_04_NE_SD",2002,"NE",-7,0,0.0000800507259555161,0,-2,0,67,8,0.062057156062331,-0.0222623087440456,-0.229551955894566,0.30596220747376,-3,1
"2002_04_NE_SD",2002,"LAC",7,1,0.999111294746399,1,2,0,67,8,-0.229551955894566,0.30596220747376,0.062057156062331,-0.0222623087440456,-1,3
"2002_04_NO_DET",2002,"DET",5,1,0.998891592025757,1,3,1,70,0,0.223341911069764,-0.465239991036502,-0.02228584503755,0.0205259974276913,0,3
"2002_04_NO_DET",2002,"NO",-5,0,0.00030804390553385,0,-3,1,70,0,-0.02228584503755,0.0205259974276913,0.223341911069764,-0.465239991036502,-3,0
"2002_04_NYG_ARI",2002,"ARI",14,1,1.00013077259064,1,3,0,90,13,0.216349610183173,-0.319137411737548,-0.388942659376814,-0.250322240644083,0,3
"2002_04_NYG_ARI",2002,"NYG",-14,0,0.000103351834695786,0,-3,0,90,13,-0.388942659376814,-0.250322240644083,0.216349610183173,-0.319137411737548,-3,0
"2002_04_NYJ_JAX",2002,"JAX",25,1,1.00065469741821,1,4,0,87,6,0.400593146366881,0.201568405085709,-0.0931854992008928,-0.520469850275929,0,4
"2002_04_NYJ_JAX",2002,"NYJ",-25,0,0.0000693142064847052,0,-4,0,87,6,-0.0931854992008928,-0.520469850275929,0.400593146366881,0.201568405085709,-4,0
"2002_04_TB_CIN",2002,"CIN",-28,0,-0.0000455999179393984,1,1,0,76,6,-0.718434349345779,-0.103714880302765,0.0126329232298303,-0.21816940363455,-2,3
"2002_04_TB_CIN",2002,"TB",28,1,0.999356031417847,0,-1,0,76,6,0.0126329232298303,-0.21816940363455,-0.718434349345779,-0.103714880302765,-3,2
"2002_04_TEN_OAK",2002,"LV",27,1,0.99958336353302,1,3,0,68,9,0.382633514944294,-0.120811103651067,0.0964878088122657,-0.200765767981298,-1,4
"2002_04_TEN_OAK",2002,"TEN",-27,0,0.00299622397869825,0,-3,0,68,9,0.0964878088122657,-0.200765767981298,0.382633514944294,-0.120811103651067,-4,1
"2002_05_ARI_CAR",2002,"ARI",3,1,1.00068354606628,0,3,0,74,9,-0.0371160426427993,-0.268586286624278,-0.085951547553163,-0.550321079183208,-1,4
"2002_05_ARI_CAR",2002,"CAR",-3,0,0.000350350455846637,1,-3,0,74,9,-0.085951547553163,-0.550321079183208,-0.0371160426427993,-0.268586286624278,-4,1
"2002_05_BAL_CLE",2002,"BAL",5,1,0.992628395557404,0,4,0,65,8,0.482254328210796,-0.0865827270554678,0.00310161987139858,-0.059750879904868,-1,5
"2002_05_BAL_CLE",2002,"CLE",-5,0,-0.00012491611414589,1,-4,0,65,8,0.00310161987139858,-0.059750879904868,0.482254328210796,-0.0865827270554678,-5,1
"2002_05_CIN_IND",2002,"CIN",-7,0,0.235004231333733,0,-2,1,70,0,-0.0917500843445056,0.369742082231678,0.0943048630109324,-0.00295691081313026,-3,1
"2002_05_CIN_IND",2002,"IND",7,1,0.600569248199463,1,2,1,70,0,0.0943048630109324,-0.00295691081313026,-0.0917500843445056,0.369742082231678,-1,3
"2002_05_GB_CHI",2002,"CHI",-13,0,0.000269469688646495,1,-2,0,46,5,-0.188497260057854,-0.214294494026998,0.435777317578718,-0.18595022680278,-3,1
"2002_05_GB_CHI",2002,"GB",13,1,1.00093638896942,0,2,0,46,5,0.435777317578718,-0.18595022680278,-0.188497260057854,-0.214294494026998,-1,3
"2002_05_KC_NYJ",2002,"KC",4,1,0.999058306217194,0,0,0,66,10,0.305985712483262,0.246924511448484,0.222830484415837,0.0936749482452098,-1,1
"2002_05_KC_NYJ",2002,"NYJ",-4,0,0.182128220796585,1,0,0,66,10,0.222830484415837,0.0936749482452098,0.305985712483262,0.246924511448484,-1,1
"2002_05_NE_MIA",2002,"MIA",13,1,0.9999098777771,1,2,0,87,10,0.408731495428318,-0.204631476303266,0.0372787221207981,-0.456471749430741,-1,3
"2002_05_NE_MIA",2002,"NE",-13,0,0.0000701570024830289,0,-2,0,87,10,0.0372787221207981,-0.456471749430741,0.408731495428318,-0.204631476303266,-3,1
"2002_05_NYG_DAL",2002,"DAL",-4,0,-0.00241619162261486,1,2,0,84,0,0.105370281353906,-0.267815063844318,0.485133533187521,-0.22073483886509,0,2
"2002_05_NYG_DAL",2002,"NYG",4,1,0.999834716320038,0,-2,0,84,0,0.485133533187521,-0.22073483886509,0.105370281353906,-0.267815063844318,-2,0
"2002_05_OAK_BUF",2002,"BUF",-18,0,-0.00085097027476877,1,-3,0,64,14,0.0585853694555682,-0.0741791901200486,0.517015278263581,0.40720986720101,-3,0
"2002_05_OAK_BUF",2002,"LV",18,1,0.991156220436096,0,3,0,64,14,0.517015278263581,0.40720986720101,0.0585853694555682,-0.0741791901200486,0,3
"2002_05_PHI_JAX",2002,"JAX",3,1,0.999611914157867,1,0,0,87,10,0.281259506985377,-0.260063394986597,0.0731724738118596,0.282053541774273,0,0
"2002_05_PHI_JAX",2002,"PHI",-3,0,-0.000022386875571101,0,0,0,87,10,0.0731724738118596,0.282053541774273,0.281259506985377,-0.260063394986597,0,0
"2002_05_PIT_NO",2002,"NO",3,1,1.00052404403687,1,2,1,70,0,0.24997222720868,0.0308108844317725,0.1861605663229,0.108017809609279,0,2
"2002_05_PIT_NO",2002,"PIT",-3,0,0.000456582172773778,0,-2,1,70,0,0.1861605663229,0.108017809609279,0.24997222720868,0.0308108844317725,-2,0
"2002_05_SD_DEN",2002,"DEN",17,1,1.00332176685333,1,2,0,57,9,0.23639526983184,-0.116810098819945,-0.248523081946564,0.0287503794307769,-1,3
"2002_05_SD_DEN",2002,"LAC",-17,0,-0.0000610001625318546,0,-2,0,57,9,-0.248523081946564,0.0287503794307769,0.23639526983184,-0.116810098819945,-3,1
"2002_05_STL_SF",2002,"SF",24,1,1.00154685974121,1,2,0,72,5,0.341982685189332,0.265796030311725,-0.139758210030053,0.00830880822364501,0,2
"2002_05_STL_SF",2002,"LA",-24,0,-0.000157549729919992,0,-2,0,72,5,-0.139758210030053,0.00830880822364501,0.341982685189332,0.265796030311725,-2,0
"2002_05_TB_ATL",2002,"ATL",-14,0,0.000285285408608615,1,-2,1,70,0,-0.496050867510064,-0.117208615693796,0.0843605674788891,-0.15718533356674,-4,2
"2002_05_TB_ATL",2002,"TB",14,1,0.998682141304016,0,2,1,70,0,0.0843605674788891,-0.15718533356674,-0.496050867510064,-0.117208615693796,-2,4
"2002_05_WAS_TEN",2002,"TEN",-17,0,0.000289992691250518,1,-4,0,74,6,-0.093020559690841,-0.147605295787798,0.470992078000526,0.144549306163875,-4,0
"2002_05_WAS_TEN",2002,"WAS",17,1,0.991093575954437,0,4,0,74,6,0.470992078000526,0.144549306163875,-0.093020559690841,-0.147605295787798,0,4
"2002_06_ATL_NYG",2002,"ATL",7,1,1.00239396095276,0,2,0,60,5,0.570651653340966,-0.202174500699621,0.0987648161063497,-0.0151120402388861,0,2
"2002_06_ATL_NYG",2002,"NYG",-7,0,-0.0274460725486279,1,-2,0,60,5,0.0987648161063497,-0.0151120402388861,0.570651653340966,-0.202174500699621,-2,0
"2002_06_BAL_IND",2002,"BAL",-2,0,0.169824957847595,0,-1,1,70,0,-0.33141050325203,0.13944938219636,-0.0364040273040202,-0.303682935876874,-2,1
"2002_06_BAL_IND",2002,"IND",2,1,0.628142833709717,1,1,1,70,0,-0.0364040273040202,-0.303682935876874,-0.33141050325203,0.13944938219636,-1,2
"2002_06_BUF_HOU",2002,"BUF",7,1,0.990607678890228,0,-1,1,70,0,0.2278455877467,0.0715198560800803,0.162304801655013,-0.0988904125194743,-1,0
"2002_06_BUF_HOU",2002,"HOU",-7,0,0.000241011759499088,1,1,1,70,0,0.162304801655013,-0.0988904125194743,0.2278455877467,0.0715198560800803,0,1
"2002_06_CAR_DAL",2002,"CAR",-1,0,0.00275486637838185,0,2,0,56,13,0.0828678261396954,-0.239867216152047,-0.193760217549944,-0.0674950057860274,0,2
"2002_06_CAR_DAL",2002,"DAL",1,1,0.997952818870544,1,-2,0,56,13,-0.193760217549944,-0.0674950057860274,0.0828678261396954,-0.239867216152047,-2,0
"2002_06_CLE_TB",2002,"CLE",-14,0,0.352516949176788,0,0,0,85,6,-0.315549979004652,-0.149208604676747,-0.122219079403692,0.0482790133572889,-1,1
"2002_06_CLE_TB",2002,"TB",14,1,1.00005686283112,1,0,0,85,6,-0.122219079403692,0.0482790133572889,-0.315549979004652,-0.149208604676747,-1,1
"2002_06_DET_MIN",2002,"DET",-7,0,0.00166813540272415,0,0,1,70,0,0.233943861589565,-0.533901929380495,0.117834471447781,0.0747879099190786,-1,1
"2002_06_DET_MIN",2002,"MIN",7,1,1.00108051300049,1,0,1,70,0,0.117834471447781,0.0747879099190786,0.233943861589565,-0.533901929380495,-1,1
"2002_06_GB_NE",2002,"GB",18,1,1.00018191337585,0,4,0,61,10,0.407424568409909,0.0516258650592395,-0.224962163097184,-0.0368054140827471,0,4
"2002_06_GB_NE",2002,"NE",-18,0,-0.000373470509657636,1,-4,0,61,10,-0.224962163097184,-0.0368054140827471,0.407424568409909,0.0516258650592395,-4,0
